gene,n_total,n_positive,n_negative,min_class_count,passes_thresholds,review_status_examples
CHST6,36,33,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
H6PD,35,3,32,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LGI1,34,31,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CPA1,33,3,30,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GALK1,33,30,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
YY1,33,30,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ETHE1,32,29,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | reviewed by expert panel"
MAST4,32,3,29,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NCAPD3,32,3,29,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
HMGCL,31,28,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NAA10,31,28,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC19A2,31,28,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TRIM37,31,28,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
KRT83,30,3,27,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MLPH,30,3,27,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
REEP1,30,27,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
TAB2,30,27,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
B3GALT6,29,26,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DHX34,29,3,26,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
OTX2,29,26,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PEX2,29,26,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PEX5,29,26,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
SLC25A38,29,26,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
TGFB3,29,26,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
GDF6,28,3,25,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
HSPB1,28,25,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
IRF4,27,3,24,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
KIF26A,27,3,24,3,False,"criteria provided, single submitter | no assertion criteria provided"
PCGF2,27,3,24,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GFM2,26,3,23,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PLXNB2,26,3,23,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
STUB1,26,23,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
UBR4,26,3,23,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
APOA1,25,22,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
BFSP1,25,3,22,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CAMSAP1,25,3,22,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
GP1BB,25,22,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLC5A2,24,21,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SLFN14,24,3,21,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
B3GAT3,23,20,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CCNF,23,3,20,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
UBA5,23,20,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CFAP251,22,3,19,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CFAP69,22,3,19,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DDX59,22,3,19,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
EIF2AK2,22,3,19,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
FGF12,22,3,19,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
IL17RC,22,3,19,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
JAG2,22,3,19,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PEX13,22,19,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PHYH,22,19,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
RNASEH2B,22,19,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
SCO2,22,19,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ST3GAL5,22,19,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
BCHE,21,18,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
CAV3,21,18,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
DOCK4,21,3,18,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
EIF2B2,21,18,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ETFA,21,18,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PDHB,21,18,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
SUCLG1,21,18,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
USP26,21,3,18,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
YARS2,21,18,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
YWHAG,21,18,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
CDK8,20,17,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
EGR2,20,17,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LHX3,20,17,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
PYCR2,20,17,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
ROGDI,20,17,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
SOHLH1,20,3,17,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
VPS33B,20,17,3,3,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
